refund_id,payment_id,order_id,amount,reason,refunded_at,status
398,7564,7968,165550.55,Size issue,2024-10-05 00:00:00,Completed
399,7592,7997,33393.52,Not liked,2025-04-23 00:00:00,Completed
400,7680,8093,58189.12,Wrong Item,2025-01-16 00:00:00,Completed
401,7685,8098,10944.56,Wrong Item,2024-03-16 00:00:00,Completed
402,7692,8105,811.72,Size issue,2026-01-11 00:00:00,Completed
403,7695,8108,31445.29,Size issue,2025-12-02 00:00:00,Completed
404,7721,8137,63900.42,Defective,2026-01-23 00:00:00,Completed
405,7743,8163,44539.44,Size issue,2026-01-23 00:00:00,Completed
406,7761,8182,134016.57,Size issue,2025-03-31 00:00:00,Completed
407,7786,8211,24297.31,Defective,2024-12-03 00:00:00,Completed
408,7813,8239,49702.11,Defective,2024-11-03 00:00:00,Completed
409,7834,8262,86652.42,Not liked,2025-03-23 00:00:00,Completed
410,7889,8318,41939.4,Wrong Item,2025-03-20 00:00:00,Completed
411,7946,8382,48386.92,Not liked,2025-08-04 00:00:00,Completed
412,7973,8411,43063.32,Not liked,2025-10-25 00:00:00,Completed
413,7979,8417,198967.48,Size issue,2024-03-22 00:00:00,Completed
414,7981,8419,9159.04,Size issue,2024-05-24 00:00:00,Completed
415,8001,8441,13102.99,Not liked,2024-06-15 00:00:00,Completed
416,8015,8457,11331.06,Wrong Item,2025-01-02 00:00:00,Completed
417,8025,8467,99900.25,Defective,2024-04-03 00:00:00,Completed
418,8040,8482,7018.83,Not liked,2025-03-25 00:00:00,Completed
419,8063,8506,471300.55,Wrong Item,2025-04-09 00:00:00,Completed
420,8145,8594,17993.88,Defective,2025-03-13 00:00:00,Completed
421,8177,8626,6431.96,Wrong Item,2024-08-27 00:00:00,Completed
422,8180,8629,81770.43,Changed mind,2024-11-11 00:00:00,Completed
423,8193,8642,85377.88,Defective,2025-05-14 00:00:00,Completed
424,8195,8644,76917.84,Not liked,2025-07-19 00:00:00,Completed
425,8197,8647,274508.81,Changed mind,2024-08-09 00:00:00,Completed
426,8237,8690,58756.62,Size issue,2024-01-26 00:00:00,Completed
427,8244,8697,906.47,Changed mind,2024-03-05 00:00:00,Completed
428,8280,8734,89544.96,Size issue,2024-03-12 00:00:00,Completed
429,8301,8756,19767.02,Defective,2025-11-02 00:00:00,Completed
430,8313,8769,15499.96,Size issue,2024-03-04 00:00:00,Completed
431,8314,8770,51588.36,Wrong Item,2025-05-03 00:00:00,Completed
432,8341,8797,44733.51,Size issue,2025-03-04 00:00:00,Completed
433,8360,8817,46083.02,Not liked,2025-02-14 00:00:00,Completed
434,8420,8881,33926.16,Wrong Item,2025-01-30 00:00:00,Completed
435,8424,8885,69610.4,Size issue,2025-09-25 00:00:00,Completed
436,8480,8943,29197.34,Wrong Item,2025-01-07 00:00:00,Completed
437,8507,8970,11045.5,Size issue,2024-10-08 00:00:00,Completed
438,8515,8978,12048.39,Changed mind,2025-10-16 00:00:00,Completed
439,8528,8992,9851.03,Changed mind,2024-02-18 00:00:00,Completed
440,8529,8993,2689.79,Size issue,2025-06-18 00:00:00,Completed
441,8622,9090,36522.3,Changed mind,2026-01-09 00:00:00,Completed
442,8635,9103,15375.87,Changed mind,2025-12-25 00:00:00,Completed
443,8646,9114,38985.84,Size issue,2024-08-30 00:00:00,Completed
444,8668,9136,64643.44,Not liked,2024-03-31 00:00:00,Completed
445,8714,9185,42139.4,Defective,2024-05-01 00:00:00,Completed
446,8738,9210,233712.8,Size issue,2025-02-19 00:00:00,Completed
447,8746,9218,72431.8,Changed mind,2025-07-03 00:00:00,Completed
448,8767,9239,38578.05,Changed mind,2024-07-14 00:00:00,Completed
449,8772,9246,6433.7,Defective,2024-01-28 00:00:00,Completed
450,8791,9267,232345.07,Not liked,2024-02-03 00:00:00,Completed
451,8793,9269,89301.64,Not liked,2025-02-20 00:00:00,Completed
452,8795,9271,31093.89,Wrong Item,2025-02-15 00:00:00,Completed
453,8800,9276,46576.4,Changed mind,2025-01-16 00:00:00,Completed
454,8832,9312,38207.6,Defective,2025-01-05 00:00:00,Completed
455,8834,9314,198616.0,Size issue,2025-11-06 00:00:00,Completed
456,8869,9350,27393.25,Changed mind,2025-04-10 00:00:00,Completed
457,8942,9427,40911.14,Defective,2024-03-04 00:00:00,Completed
458,8996,9482,5506.75,Size issue,2024-12-02 00:00:00,Completed
459,9040,9529,32400.69,Defective,2024-02-09 00:00:00,Completed
460,9069,9559,9002.88,Not liked,2025-09-07 00:00:00,Completed
461,9077,9568,23244.17,Wrong Item,2024-07-03 00:00:00,Completed
462,9106,9599,192278.2,Changed mind,2026-02-17 00:00:00,Completed
463,9109,9602,4121.18,Defective,2025-02-01 00:00:00,Completed
464,9137,9631,40487.88,Defective,2025-11-13 00:00:00,Completed
465,9146,9641,17249.93,Changed mind,2025-11-02 00:00:00,Completed
466,9179,9676,24432.61,Not liked,2024-10-15 00:00:00,Completed
467,9206,9704,33442.54,Defective,2025-05-15 00:00:00,Completed
468,9240,9739,50349.57,Size issue,2025-02-25 00:00:00,Completed
469,9252,9751,15126.61,Not liked,2024-01-21 00:00:00,Completed
470,9255,9755,5601.63,Size issue,2025-12-23 00:00:00,Completed
471,9286,9786,5953.12,Wrong Item,2025-01-13 00:00:00,Completed
472,9312,9812,26573.93,Changed mind,2025-10-19 00:00:00,Completed
473,9313,9813,55550.1,Defective,2024-05-24 00:00:00,Completed
474,9334,9837,42005.86,Wrong Item,2024-04-19 00:00:00,Completed
475,9338,9842,129850.58,Not liked,2024-01-11 00:00:00,Completed
476,9385,9891,20790.38,Not liked,2024-12-04 00:00:00,Completed
477,9410,9916,29210.16,Wrong Item,2024-10-11 00:00:00,Completed
478,9421,9927,220321.17,Not liked,2025-06-03 00:00:00,Completed
479,9427,9935,33748.1,Size issue,2026-02-24 00:00:00,Completed
480,9444,9952,25125.65,Defective,2024-11-14 00:00:00,Completed
481,9492,10002,6333.52,Changed mind,2026-01-25 00:00:00,Completed
482,9505,10018,2786.26,Not liked,2024-08-09 00:00:00,Completed
483,9509,10022,13232.2,Not liked,2025-08-15 00:00:00,Completed
484,9549,10065,169855.88,Changed mind,2025-12-29 00:00:00,Completed
485,9559,10077,2043.69,Size issue,2024-12-11 00:00:00,Completed
486,9565,10083,11278.56,Defective,2025-08-02 00:00:00,Completed
487,9578,10097,38158.12,Defective,2025-01-28 00:00:00,Completed
488,9592,10112,35418.85,Changed mind,2024-03-16 00:00:00,Completed
489,9597,10117,4001.2,Defective,2025-02-26 00:00:00,Completed
490,9630,10153,5079.4,Wrong Item,2024-05-19 00:00:00,Completed
491,9702,10227,15659.38,Size issue,2024-05-07 00:00:00,Completed
492,9720,10245,33033.14,Not liked,2025-04-26 00:00:00,Completed
493,9738,10265,90560.95,Changed mind,2024-05-31 00:00:00,Completed
494,9760,10288,5533.99,Defective,2025-12-31 00:00:00,Completed
495,9784,10312,130472.91,Not liked,2024-10-23 00:00:00,Completed
496,9804,10333,215789.57,Not liked,2024-05-07 00:00:00,Completed
497,9827,10359,116833.85,Changed mind,2024-07-13 00:00:00,Completed
498,9848,10383,67533.86,Not liked,2025-11-12 00:00:00,Completed
499,9855,10390,30176.3,Size issue,2024-01-12 00:00:00,Completed
500,9858,10393,28198.75,Changed mind,2025-05-03 00:00:00,Completed
501,9859,10395,1085.08,Size issue,2025-11-16 00:00:00,Completed
502,9871,10407,115142.81,Not liked,2025-01-25 00:00:00,Completed
503,9884,10420,159789.48,Size issue,2025-04-07 00:00:00,Completed
504,9927,10466,28349.04,Wrong Item,2024-12-12 00:00:00,Completed
505,9932,10471,99536.92,Size issue,2024-01-14 00:00:00,Completed
506,9938,10477,148733.96,Changed mind,2024-01-28 00:00:00,Completed
507,9939,10478,33376.08,Changed mind,2025-04-19 00:00:00,Completed
508,9947,10486,402697.95,Changed mind,2024-01-17 00:00:00,Completed
509,9957,10497,56641.31,Wrong Item,2025-06-11 00:00:00,Completed
510,10014,10556,358805.62,Changed mind,2024-09-28 00:00:00,Completed
511,10022,10566,49406.09,Size issue,2024-06-12 00:00:00,Completed
512,10052,10598,97940.85,Wrong Item,2026-01-22 00:00:00,Completed
513,10092,10640,395742.81,Changed mind,2024-07-26 00:00:00,Completed
514,10104,10653,193247.67,Changed mind,2025-07-03 00:00:00,Completed
515,10105,10655,3128.81,Size issue,2024-12-20 00:00:00,Completed
516,10113,10665,145351.56,Changed mind,2026-02-20 00:00:00,Completed
517,10174,10727,751.99,Changed mind,2025-05-31 00:00:00,Completed
518,10239,10794,647366.5,Not liked,2025-10-14 00:00:00,Completed
519,10255,10811,20472.0,Wrong Item,2024-09-26 00:00:00,Completed
520,10263,10819,49883.22,Defective,2025-09-17 00:00:00,Completed
521,10264,10820,13764.3,Defective,2024-12-19 00:00:00,Completed
522,10276,10832,4159.54,Not liked,2025-03-15 00:00:00,Completed
523,10310,10869,12319.93,Size issue,2024-11-28 00:00:00,Completed
524,10319,10878,1510.02,Not liked,2024-03-23 00:00:00,Completed
525,10369,10931,63188.78,Not liked,2024-05-19 00:00:00,Completed
526,10384,10946,7617.56,Wrong Item,2025-10-17 00:00:00,Completed
527,10391,10953,359.01,Changed mind,2025-03-21 00:00:00,Completed
528,10394,10956,27125.8,Size issue,2024-06-29 00:00:00,Completed
529,10407,10970,24533.68,Wrong Item,2024-11-22 00:00:00,Completed
530,10444,11009,9402.52,Size issue,2024-03-13 00:00:00,Completed
531,10446,11011,43176.71,Wrong Item,2024-11-21 00:00:00,Completed
532,10470,11035,55879.89,Changed mind,2024-06-17 00:00:00,Completed
533,10488,11053,192998.23,Not liked,2025-10-18 00:00:00,Completed
534,10546,11115,48051.5,Changed mind,2025-06-03 00:00:00,Completed
535,10553,11122,148976.46,Changed mind,2024-02-11 00:00:00,Completed
536,10571,11140,456967.33,Changed mind,2024-10-10 00:00:00,Completed
537,10581,11151,104412.46,Not liked,2025-07-23 00:00:00,Completed
538,10590,11160,38337.06,Not liked,2025-01-28 00:00:00,Completed
539,10615,11186,25888.15,Size issue,2024-04-08 00:00:00,Completed
540,10635,11208,284936.13,Not liked,2025-01-29 00:00:00,Completed
541,10641,11214,115452.6,Size issue,2026-02-05 00:00:00,Completed
542,10658,11232,95143.63,Defective,2025-07-01 00:00:00,Completed
543,10659,11233,12615.77,Wrong Item,2025-10-16 00:00:00,Completed
544,10666,11240,246924.33,Size issue,2025-01-24 00:00:00,Completed
545,10686,11260,27036.2,Defective,2025-06-29 00:00:00,Completed
546,10704,11279,5877.58,Not liked,2025-08-12 00:00:00,Completed
547,10712,11287,2072.14,Size issue,2024-09-23 00:00:00,Completed
548,10717,11292,11387.7,Defective,2025-12-18 00:00:00,Completed
549,10749,11327,130983.83,Not liked,2025-01-06 00:00:00,Completed
550,10758,11336,564069.1,Defective,2024-07-28 00:00:00,Completed
551,10773,11351,32099.16,Changed mind,2025-12-23 00:00:00,Completed
552,10793,11371,345.5,Size issue,2025-04-13 00:00:00,Completed
553,10800,11378,12270.82,Wrong Item,2025-08-27 00:00:00,Completed
554,10809,11387,337754.43,Wrong Item,2025-03-30 00:00:00,Completed
555,10852,11433,379712.52,Size issue,2025-01-21 00:00:00,Completed
556,10874,11456,76822.79,Defective,2025-05-08 00:00:00,Completed
557,10881,11463,190984.47,Size issue,2024-01-28 00:00:00,Completed
558,10906,11488,8655.88,Not liked,2025-10-26 00:00:00,Completed
559,10908,11490,12744.25,Size issue,2025-05-05 00:00:00,Completed
560,10917,11501,9843.18,Changed mind,2025-04-03 00:00:00,Completed
561,10936,11521,234174.86,Wrong Item,2024-03-07 00:00:00,Completed
562,10973,11559,254181.34,Changed mind,2024-06-13 00:00:00,Completed
563,10977,11563,13474.17,Size issue,2025-03-30 00:00:00,Completed
564,11018,11607,90074.07,Defective,2025-06-06 00:00:00,Completed
565,11044,11636,10911.04,Size issue,2024-08-03 00:00:00,Completed
566,11071,11665,6291.38,Changed mind,2025-05-24 00:00:00,Completed
567,11128,11726,161218.23,Changed mind,2025-08-05 00:00:00,Completed
568,11136,11735,117353.76,Not liked,2024-11-01 00:00:00,Completed
569,11158,11757,35321.62,Not liked,2024-03-09 00:00:00,Completed
570,11192,11792,32667.66,Changed mind,2026-03-04 00:00:00,Completed
571,11198,11798,7036.88,Defective,2024-09-15 00:00:00,Completed
572,11286,11888,62684.93,Changed mind,2024-05-29 00:00:00,Completed
573,11320,11922,12315.91,Changed mind,2025-06-16 00:00:00,Completed
574,11321,11923,10967.78,Changed mind,2026-02-25 00:00:00,Completed
575,11332,11934,181632.06,Changed mind,2025-03-29 00:00:00,Completed
576,11381,11986,7278.52,Not liked,2024-03-06 00:00:00,Completed
577,11396,12002,38930.16,Size issue,2025-05-06 00:00:00,Completed
578,11424,12032,30061.56,Changed mind,2024-09-06 00:00:00,Completed
579,11446,12055,86445.04,Defective,2024-07-28 00:00:00,Completed
580,11475,12085,501372.17,Not liked,2025-05-11 00:00:00,Completed
581,11508,12120,68501.46,Not liked,2024-08-16 00:00:00,Completed
582,11541,12154,44839.45,Defective,2025-11-11 00:00:00,Completed
583,11581,12195,355539.89,Not liked,2025-07-10 00:00:00,Completed
584,11587,12201,327237.12,Size issue,2025-04-25 00:00:00,Completed
585,11605,12219,89553.33,Not liked,2025-12-05 00:00:00,Completed
586,11628,12242,66264.49,Size issue,2026-02-04 00:00:00,Completed
587,11685,12302,2414.56,Size issue,2024-01-22 00:00:00,Completed
588,11694,12311,26524.45,Wrong Item,2025-06-25 00:00:00,Completed
589,11700,12317,5449.19,Defective,2024-11-01 00:00:00,Completed
590,11711,12328,5537.43,Defective,2025-01-26 00:00:00,Completed
591,11760,12380,27867.84,Not liked,2025-09-05 00:00:00,Completed
592,11781,12402,32427.56,Size issue,2024-02-11 00:00:00,Completed
593,11798,12419,204552.87,Defective,2026-01-19 00:00:00,Completed
594,11823,12448,23484.02,Defective,2024-06-28 00:00:00,Completed
595,11877,12503,3700.48,Size issue,2024-02-03 00:00:00,Completed
596,11893,12519,197383.91,Not liked,2024-03-13 00:00:00,Completed
597,11957,12585,19030.23,Defective,2025-08-12 00:00:00,Completed
598,11965,12593,44601.89,Not liked,2024-06-09 00:00:00,Completed
599,11973,12601,46061.83,Size issue,2025-08-18 00:00:00,Completed
600,11978,12606,2160.84,Changed mind,2024-02-02 00:00:00,Completed
601,12008,12639,170000.33,Changed mind,2025-04-20 00:00:00,Completed
602,12024,12655,292616.78,Wrong Item,2024-03-07 00:00:00,Completed
603,12052,12684,157271.27,Wrong Item,2025-10-18 00:00:00,Completed
604,12096,12729,75775.1,Changed mind,2024-10-08 00:00:00,Completed
605,12115,12750,111087.76,Not liked,2026-01-28 00:00:00,Completed
606,12161,12800,3799.4,Not liked,2024-04-04 00:00:00,Completed
607,12188,12831,17178.03,Wrong Item,2024-09-13 00:00:00,Completed
608,12201,12846,206205.56,Changed mind,2025-05-28 00:00:00,Completed
609,12202,12847,29443.54,Not liked,2024-09-16 00:00:00,Completed
610,12250,12897,166185.44,Defective,2025-09-26 00:00:00,Completed
611,12274,12921,9376.35,Size issue,2025-06-12 00:00:00,Completed
612,12287,12934,3925.3,Defective,2024-02-03 00:00:00,Completed
613,12295,12942,110217.23,Changed mind,2026-01-07 00:00:00,Completed
614,12312,12959,29292.93,Wrong Item,2024-07-04 00:00:00,Completed
615,12322,12970,16675.11,Wrong Item,2024-06-13 00:00:00,Completed
616,12351,13002,13704.71,Wrong Item,2025-08-06 00:00:00,Completed
617,12352,13003,144016.08,Changed mind,2024-12-26 00:00:00,Completed
618,12403,13057,116974.21,Wrong Item,2025-10-30 00:00:00,Completed
619,12456,13114,15782.17,Changed mind,2024-01-31 00:00:00,Completed
620,12468,13127,13907.58,Defective,2025-03-07 00:00:00,Completed
621,12486,13145,3212.73,Wrong Item,2024-10-18 00:00:00,Completed
622,12493,13155,54569.38,Size issue,2025-02-05 00:00:00,Completed
623,12518,13180,8804.98,Defective,2025-08-08 00:00:00,Completed
624,12537,13199,1856.49,Changed mind,2025-09-08 00:00:00,Completed
625,12553,13215,50105.0,Changed mind,2024-11-20 00:00:00,Completed
626,12559,13221,10110.56,Changed mind,2026-02-03 00:00:00,Completed
627,12564,13226,108182.37,Not liked,2026-02-01 00:00:00,Completed
628,12585,13249,3996.06,Defective,2026-02-17 00:00:00,Completed
629,12609,13273,55790.67,Size issue,2024-11-28 00:00:00,Completed
630,12634,13301,197819.22,Wrong Item,2026-01-05 00:00:00,Completed
631,12640,13307,5799.91,Defective,2026-02-16 00:00:00,Completed
632,12648,13316,14678.25,Changed mind,2024-01-27 00:00:00,Completed
633,12665,13333,23044.08,Defective,2024-09-15 00:00:00,Completed
634,12675,13343,297479.97,Defective,2025-07-17 00:00:00,Completed
635,12683,13351,36565.97,Wrong Item,2024-12-04 00:00:00,Completed
636,12698,13367,60021.12,Wrong Item,2024-10-12 00:00:00,Completed
637,12722,13391,244304.56,Not liked,2025-07-20 00:00:00,Completed
638,12753,13424,365537.16,Size issue,2024-08-23 00:00:00,Completed
639,12754,13425,14378.65,Wrong Item,2025-08-30 00:00:00,Completed
640,12775,13446,9245.34,Not liked,2024-07-22 00:00:00,Completed
641,12788,13459,37261.58,Changed mind,2024-08-19 00:00:00,Completed
642,12799,13470,1068.78,Defective,2024-07-20 00:00:00,Completed
643,12809,13480,22240.22,Wrong Item,2025-08-17 00:00:00,Completed
644,12828,13499,13950.36,Changed mind,2025-07-25 00:00:00,Completed
645,12839,13511,43438.99,Not liked,2025-10-14 00:00:00,Completed
646,12853,13525,69790.87,Wrong Item,2024-11-07 00:00:00,Completed
647,12913,13587,6916.61,Size issue,2025-03-27 00:00:00,Completed
648,12952,13632,31728.34,Size issue,2025-10-27 00:00:00,Completed
649,12954,13635,144790.84,Defective,2025-08-07 00:00:00,Completed
650,12956,13637,14779.56,Not liked,2024-09-05 00:00:00,Completed
651,12965,13647,116130.24,Defective,2025-06-14 00:00:00,Completed
652,12969,13651,20291.41,Defective,2024-12-05 00:00:00,Completed
653,12978,13660,1204.67,Size issue,2024-04-13 00:00:00,Completed
654,12981,13663,70416.38,Not liked,2024-06-14 00:00:00,Completed
655,12982,13664,75236.77,Not liked,2025-06-25 00:00:00,Completed
656,12993,13676,40279.9,Changed mind,2026-01-04 00:00:00,Completed
657,13028,13712,84883.07,Size issue,2024-02-08 00:00:00,Completed
658,13042,13727,104496.9,Defective,2025-04-07 00:00:00,Completed
659,13046,13732,3687.31,Changed mind,2024-06-14 00:00:00,Completed
660,13075,13765,51485.73,Changed mind,2024-11-12 00:00:00,Completed
661,13083,13773,34725.84,Wrong Item,2025-10-08 00:00:00,Completed
662,13087,13778,1173.42,Wrong Item,2025-04-16 00:00:00,Completed
663,13090,13781,20788.06,Wrong Item,2024-03-05 00:00:00,Completed
664,13105,13798,26470.34,Not liked,2025-04-01 00:00:00,Completed
665,13116,13811,46244.46,Defective,2026-02-18 00:00:00,Completed
666,13140,13836,43140.51,Changed mind,2025-06-17 00:00:00,Completed
667,13207,13906,11701.43,Wrong Item,2025-03-05 00:00:00,Completed
668,13219,13919,270.56,Wrong Item,2024-07-25 00:00:00,Completed
669,13296,14001,20446.47,Defective,2024-03-11 00:00:00,Completed
670,13339,14046,542.2,Not liked,2024-04-22 00:00:00,Completed
671,13410,14120,30526.01,Wrong Item,2025-10-28 00:00:00,Completed
672,13420,14130,3452.79,Size issue,2025-10-29 00:00:00,Completed
673,13452,14167,71454.02,Defective,2024-11-18 00:00:00,Completed
674,13463,14179,520371.3,Not liked,2024-10-04 00:00:00,Completed
675,13473,14189,20571.82,Changed mind,2024-04-02 00:00:00,Completed
676,13496,14213,61572.78,Defective,2025-06-29 00:00:00,Completed
677,13509,14228,7689.92,Not liked,2024-07-24 00:00:00,Completed
678,13512,14231,234994.8,Size issue,2025-10-07 00:00:00,Completed
679,13513,14232,20815.18,Changed mind,2025-04-26 00:00:00,Completed
680,13531,14254,16686.2,Size issue,2024-11-16 00:00:00,Completed
681,13573,14296,2241.4,Changed mind,2024-12-16 00:00:00,Completed
682,13630,14355,245766.53,Wrong Item,2024-02-03 00:00:00,Completed
683,13641,14367,4230.08,Changed mind,2025-01-15 00:00:00,Completed
684,13681,14408,53116.28,Not liked,2024-01-17 00:00:00,Completed
685,13684,14411,14871.04,Changed mind,2025-11-25 00:00:00,Completed
686,13689,14416,5437.59,Size issue,2025-09-20 00:00:00,Completed
687,13708,14435,162554.16,Wrong Item,2025-11-28 00:00:00,Completed
688,13709,14436,228965.1,Wrong Item,2026-01-11 00:00:00,Completed
689,13722,14451,43456.72,Changed mind,2025-12-30 00:00:00,Completed
690,13736,14466,261508.59,Changed mind,2025-05-02 00:00:00,Completed
691,13761,14493,96714.08,Size issue,2024-09-03 00:00:00,Completed
692,13797,14532,18163.2,Defective,2025-05-23 00:00:00,Completed
693,13837,14574,108178.68,Wrong Item,2025-11-28 00:00:00,Completed
694,13855,14592,88699.92,Not liked,2024-10-13 00:00:00,Completed
695,13856,14593,43984.89,Changed mind,2025-01-22 00:00:00,Completed
696,13861,14599,227490.63,Changed mind,2025-04-06 00:00:00,Completed
697,13865,14603,25347.97,Changed mind,2024-03-26 00:00:00,Completed
698,13944,14684,44248.01,Defective,2024-05-18 00:00:00,Completed
699,13953,14693,13798.55,Not liked,2024-08-16 00:00:00,Completed
700,13961,14701,299944.42,Size issue,2024-03-21 00:00:00,Completed
701,14005,14747,12112.36,Size issue,2025-03-07 00:00:00,Completed
702,14017,14760,44433.32,Defective,2024-03-16 00:00:00,Completed
703,14058,14802,24574.88,Wrong Item,2024-06-20 00:00:00,Completed
704,14105,14854,179976.7,Not liked,2025-09-04 00:00:00,Completed
705,14135,14886,365204.07,Size issue,2026-02-03 00:00:00,Completed
706,14187,14941,446392.34,Size issue,2025-05-25 00:00:00,Completed
707,14189,14943,1965.06,Changed mind,2024-09-15 00:00:00,Completed
708,14217,14977,311002.41,Not liked,2024-04-08 00:00:00,Completed
709,14235,14996,134509.25,Not liked,2026-01-30 00:00:00,Completed
710,14248,15009,160053.65,Defective,2025-04-08 00:00:00,Completed
711,14279,15043,114411.55,Defective,2025-07-27 00:00:00,Completed
712,14303,15068,169.36,Changed mind,2025-07-02 00:00:00,Completed
713,14328,15097,82836.42,Size issue,2024-09-19 00:00:00,Completed
714,14343,15113,43282.83,Defective,2024-02-13 00:00:00,Completed
715,14408,15180,85080.41,Size issue,2026-01-07 00:00:00,Completed
716,14466,15243,49311.01,Size issue,2024-09-23 00:00:00,Completed
717,14535,15314,14296.48,Not liked,2025-04-10 00:00:00,Completed
718,14541,15321,1661.74,Size issue,2024-10-19 00:00:00,Completed
719,14560,15342,2988.75,Defective,2024-05-09 00:00:00,Completed
720,14585,15368,345.5,Not liked,2024-03-29 00:00:00,Completed
721,14606,15389,29860.22,Size issue,2024-08-24 00:00:00,Completed
722,14610,15394,72905.14,Defective,2025-08-30 00:00:00,Completed
723,14615,15399,287000.69,Wrong Item,2025-05-01 00:00:00,Completed
724,14639,15424,50297.81,Not liked,2025-01-12 00:00:00,Completed
725,14682,15468,223237.16,Defective,2024-09-28 00:00:00,Completed
726,14688,15474,4636.86,Wrong Item,2026-01-27 00:00:00,Completed
727,14695,15481,23110.88,Defective,2026-01-28 00:00:00,Completed
728,14715,15502,353681.92,Defective,2024-02-04 00:00:00,Completed
729,14739,15528,11537.01,Defective,2025-07-03 00:00:00,Completed
730,14750,15539,25653.9,Wrong Item,2025-05-02 00:00:00,Completed
731,14839,15636,350205.8,Not liked,2024-05-19 00:00:00,Completed
732,14880,15682,57274.48,Changed mind,2024-08-16 00:00:00,Completed
733,14884,15686,125709.45,Changed mind,2025-03-07 00:00:00,Completed
734,14889,15691,26004.8,Defective,2025-09-10 00:00:00,Completed
735,14894,15696,317961.64,Not liked,2024-01-31 00:00:00,Completed
736,14931,15736,5709.82,Size issue,2025-02-03 00:00:00,Completed
737,14935,15740,36512.08,Defective,2024-12-03 00:00:00,Completed
738,14936,15741,14426.97,Defective,2026-02-03 00:00:00,Completed
739,14938,15743,66244.45,Defective,2025-08-17 00:00:00,Completed
740,14951,15758,147534.7,Size issue,2024-05-26 00:00:00,Completed
741,14961,15768,22409.08,Wrong Item,2025-01-01 00:00:00,Completed
742,14966,15773,42127.51,Wrong Item,2026-02-02 00:00:00,Completed
743,14998,15806,19258.44,Not liked,2024-10-19 00:00:00,Completed
744,15054,15864,24762.37,Not liked,2025-07-21 00:00:00,Completed
745,15056,15867,22409.82,Changed mind,2024-04-29 00:00:00,Completed
746,15115,15931,104862.33,Not liked,2026-01-07 00:00:00,Completed
747,15127,15943,25091.86,Wrong Item,2025-01-20 00:00:00,Completed
748,15131,15947,19185.08,Wrong Item,2025-03-11 00:00:00,Completed
749,15141,15958,11281.44,Wrong Item,2025-11-20 00:00:00,Completed
750,15148,15965,1898.84,Defective,2026-01-19 00:00:00,Completed
751,15199,16021,43296.42,Wrong Item,2025-04-26 00:00:00,Completed
752,15216,16038,7612.59,Changed mind,2024-07-30 00:00:00,Completed
753,15220,16042,80178.01,Wrong Item,2025-08-27 00:00:00,Completed
754,15225,16048,173831.46,Defective,2024-03-12 00:00:00,Completed
755,15263,16087,61886.48,Not liked,2024-01-14 00:00:00,Completed
756,15323,16150,11909.44,Defective,2024-04-04 00:00:00,Completed
757,15337,16164,193234.97,Wrong Item,2025-12-21 00:00:00,Completed
758,15375,16206,123926.5,Defective,2025-11-09 00:00:00,Completed
759,15384,16217,158947.14,Wrong Item,2024-10-20 00:00:00,Completed
760,15386,16219,28989.96,Not liked,2025-08-01 00:00:00,Completed
761,15389,16222,280224.15,Changed mind,2024-12-29 00:00:00,Completed
762,15392,16225,6459.34,Wrong Item,2024-12-17 00:00:00,Completed
763,15433,16267,115746.63,Size issue,2024-10-21 00:00:00,Completed
764,15470,16304,9026.64,Size issue,2024-05-28 00:00:00,Completed
765,15510,16347,332758.58,Wrong Item,2025-09-30 00:00:00,Completed
766,15548,16388,219077.9,Not liked,2025-02-14 00:00:00,Completed
767,15567,16407,28444.85,Not liked,2024-06-01 00:00:00,Completed
768,15581,16421,27235.07,Changed mind,2025-05-14 00:00:00,Completed
769,15604,16446,133.13,Size issue,2025-03-24 00:00:00,Completed
770,15627,16469,32498.4,Not liked,2025-06-10 00:00:00,Completed
771,15668,16510,9353.05,Wrong Item,2025-09-24 00:00:00,Completed
772,15703,16545,28840.1,Size issue,2025-08-23 00:00:00,Completed
773,15715,16558,51250.49,Wrong Item,2025-11-20 00:00:00,Completed
774,15730,16573,30684.5,Not liked,2025-02-16 00:00:00,Completed
775,15768,16611,81656.96,Changed mind,2025-06-03 00:00:00,Completed
776,15781,16626,33917.9,Changed mind,2024-06-12 00:00:00,Completed
777,15820,16667,215252.67,Wrong Item,2025-04-17 00:00:00,Completed
778,15903,16753,13209.57,Not liked,2025-09-07 00:00:00,Completed
779,15926,16776,3395.33,Wrong Item,2024-02-24 00:00:00,Completed
780,15931,16781,112477.02,Size issue,2024-11-24 00:00:00,Completed
781,15934,16785,9261.54,Wrong Item,2025-05-29 00:00:00,Completed
782,15971,16824,3529.56,Defective,2025-06-03 00:00:00,Completed
783,15972,16825,66694.7,Changed mind,2024-06-20 00:00:00,Completed
784,15999,16854,5595.02,Changed mind,2025-01-24 00:00:00,Completed
785,16030,16887,365208.68,Changed mind,2024-10-30 00:00:00,Completed
786,16070,16928,132515.0,Not liked,2025-06-03 00:00:00,Completed
787,16122,16988,70555.72,Defective,2025-09-10 00:00:00,Completed
788,16124,16990,40615.44,Size issue,2024-01-14 00:00:00,Completed
789,16132,17000,1110.4,Not liked,2024-03-04 00:00:00,Completed
790,16179,17050,40155.11,Wrong Item,2024-04-03 00:00:00,Completed
791,16197,17069,4279.43,Wrong Item,2024-08-17 00:00:00,Completed
792,16211,17083,1664.99,Defective,2025-12-17 00:00:00,Completed
