call_id,proc_name,input_params,outcome,error_state,error_message,duration_ms,called_at
334,generate_pay_slips,"{""id"": 10308}",success,,,2337,2025-10-16 16:48:14
335,generate_pay_slips,"{""id"": 1542}",success,,,2821,2026-01-20 20:28:22
336,compute_customer_tier,"{""id"": 33537}",success,,,2248,2025-06-23 12:14:24
337,generate_pay_slips,"{""id"": 31922}",success,,,2951,2025-12-06 12:15:17
338,update_inventory,"{""id"": 26060}",success,,,559,2026-01-28 12:56:05
339,transfer_money,"{""id"": 2271}",success,,,594,2026-01-09 22:27:15
340,generate_pay_slips,"{""id"": 20448}",success,,,1014,2025-08-30 10:37:07
341,process_refund,"{""id"": 41966}",success,,,955,2025-08-10 17:00:27
342,close_expired_orders,"{""id"": 20878}",success,,,2095,2026-01-05 13:17:43
343,compute_customer_tier,"{""id"": 17873}",success,,,1981,2025-11-29 02:05:53
344,transfer_money,"{""id"": 27430}",success,,,226,2026-01-28 11:32:59
345,compute_customer_tier,"{""id"": 30632}",success,,,2103,2026-02-10 23:46:35
346,transfer_money,"{""id"": 2937}",error,P4007,Null value in required column,92,2025-12-20 16:05:25
347,update_inventory,"{""id"": 7046}",error,P6006,Deadlock detected,2721,2025-06-28 00:22:40
348,transfer_money,"{""id"": 4239}",success,,,978,2025-06-28 22:24:28
349,compute_customer_tier,"{""id"": 45979}",success,,,2560,2025-10-25 21:53:59
350,update_inventory,"{""id"": 6134}",success,,,558,2026-02-14 22:55:49
351,transfer_money,"{""id"": 44042}",timeout,P1007,Timeout exceeded,44386,2025-12-04 06:08:43
352,update_inventory,"{""id"": 21167}",success,,,1178,2025-08-18 02:36:12
353,generate_pay_slips,"{""id"": 21255}",success,,,964,2026-01-16 23:05:52
354,generate_pay_slips,"{""id"": 11716}",error,P5003,Deadlock detected,2837,2025-06-21 23:15:45
355,update_inventory,"{""id"": 18189}",success,,,911,2025-11-02 16:28:56
356,compute_customer_tier,"{""id"": 45959}",success,,,687,2025-06-20 11:19:50
357,close_expired_orders,"{""id"": 28465}",timeout,P2008,Null value in required column,51808,2026-01-29 12:19:50
358,process_refund,"{""id"": 36309}",success,,,282,2025-08-11 14:16:59
359,transfer_money,"{""id"": 2099}",success,,,1368,2025-12-05 14:03:05
360,update_inventory,"{""id"": 12242}",success,,,479,2025-08-31 23:03:41
361,transfer_money,"{""id"": 29071}",success,,,2290,2025-09-07 08:59:27
362,generate_pay_slips,"{""id"": 25222}",success,,,1219,2025-10-06 08:35:34
363,compute_customer_tier,"{""id"": 24399}",success,,,551,2025-09-26 13:06:09
364,update_inventory,"{""id"": 20664}",success,,,493,2025-09-13 10:21:33
365,process_refund,"{""id"": 730}",success,,,1429,2025-11-04 12:51:04
366,generate_pay_slips,"{""id"": 32619}",success,,,39,2025-12-09 08:27:04
367,compute_customer_tier,"{""id"": 40823}",success,,,1534,2025-07-11 11:54:13
368,process_refund,"{""id"": 26115}",success,,,2182,2025-07-25 05:43:44
369,update_inventory,"{""id"": 18960}",success,,,384,2025-09-30 09:41:19
370,transfer_money,"{""id"": 12515}",timeout,P6009,Null value in required column,44221,2025-06-28 18:39:56
371,generate_pay_slips,"{""id"": 20839}",success,,,2304,2025-10-09 14:26:28
372,update_inventory,"{""id"": 9862}",success,,,1639,2025-12-19 16:41:56
373,transfer_money,"{""id"": 28239}",success,,,107,2025-06-12 14:55:37
374,process_refund,"{""id"": 42478}",success,,,771,2025-08-22 01:31:59
375,compute_customer_tier,"{""id"": 22665}",error,P2006,Deadlock detected,1981,2025-09-07 15:59:35
376,close_expired_orders,"{""id"": 29278}",timeout,P6002,Null value in required column,36578,2026-02-17 08:14:36
377,update_inventory,"{""id"": 16415}",success,,,2413,2025-12-04 03:16:57
378,compute_customer_tier,"{""id"": 4386}",success,,,712,2025-07-03 20:32:37
379,update_inventory,"{""id"": 17506}",success,,,1033,2026-02-19 11:43:52
380,compute_customer_tier,"{""id"": 42361}",success,,,86,2025-09-28 12:48:38
381,generate_pay_slips,"{""id"": 40922}",success,,,2022,2025-09-11 09:19:45
382,update_inventory,"{""id"": 10454}",error,P2004,Check constraint failed,1712,2026-02-19 11:35:24
383,process_refund,"{""id"": 18169}",success,,,2803,2026-01-04 22:33:13
384,update_inventory,"{""id"": 20962}",success,,,614,2025-12-11 23:32:04
385,generate_pay_slips,"{""id"": 21980}",success,,,1021,2025-07-17 11:05:18
386,transfer_money,"{""id"": 8357}",success,,,2770,2026-02-23 12:07:28
387,compute_customer_tier,"{""id"": 29469}",timeout,P1009,Deadlock detected,30079,2025-06-13 17:25:09
388,process_refund,"{""id"": 34605}",success,,,2835,2025-07-06 02:17:50
389,process_refund,"{""id"": 38199}",success,,,2956,2025-08-18 16:42:32
390,update_inventory,"{""id"": 40333}",success,,,2292,2025-07-18 22:52:11
391,close_expired_orders,"{""id"": 2855}",success,,,2280,2025-08-02 03:09:09
392,close_expired_orders,"{""id"": 16455}",error,P4008,Check constraint failed,2273,2026-02-14 03:25:48
393,generate_pay_slips,"{""id"": 42460}",timeout,P2003,Timeout exceeded,46886,2025-06-25 15:07:09
394,process_refund,"{""id"": 49420}",success,,,2468,2026-02-22 16:03:07
395,transfer_money,"{""id"": 47699}",success,,,63,2025-08-23 16:32:59
396,close_expired_orders,"{""id"": 21210}",success,,,2114,2026-02-21 18:49:57
397,close_expired_orders,"{""id"": 39848}",success,,,53,2025-11-26 02:18:57
398,compute_customer_tier,"{""id"": 33284}",error,P1009,Deadlock detected,1101,2025-07-22 19:31:11
399,process_refund,"{""id"": 14198}",success,,,1162,2026-01-02 01:06:29
400,generate_pay_slips,"{""id"": 22277}",success,,,141,2026-02-13 04:43:09
401,close_expired_orders,"{""id"": 7361}",error,P1006,Timeout exceeded,2913,2025-09-04 15:43:04
402,transfer_money,"{""id"": 42047}",success,,,2127,2025-06-23 17:21:41
403,generate_pay_slips,"{""id"": 28320}",error,P1003,Deadlock detected,971,2025-11-09 05:21:01
404,process_refund,"{""id"": 26931}",success,,,2878,2025-11-14 20:02:58
405,update_inventory,"{""id"": 19888}",success,,,1717,2025-11-16 15:09:00
406,process_refund,"{""id"": 41706}",success,,,312,2025-07-13 23:59:49
407,transfer_money,"{""id"": 28192}",success,,,1840,2025-06-18 14:28:24
408,update_inventory,"{""id"": 16927}",timeout,P3009,Deadlock detected,34883,2025-06-19 11:35:46
409,generate_pay_slips,"{""id"": 47454}",error,P6009,FK violation,1629,2025-07-06 21:46:52
410,transfer_money,"{""id"": 29953}",success,,,1100,2026-02-21 22:45:16
411,close_expired_orders,"{""id"": 36701}",success,,,1084,2025-07-14 11:52:55
412,close_expired_orders,"{""id"": 47474}",error,P6002,FK violation,1597,2025-12-20 06:38:38
413,process_refund,"{""id"": 9741}",success,,,6,2025-06-03 08:16:24
414,transfer_money,"{""id"": 5180}",success,,,2970,2025-12-31 11:02:24
415,compute_customer_tier,"{""id"": 28360}",timeout,P6007,Check constraint failed,46234,2025-11-13 13:49:18
416,generate_pay_slips,"{""id"": 49743}",success,,,1723,2025-12-01 08:33:15
417,update_inventory,"{""id"": 32177}",success,,,2103,2025-07-28 02:43:17
418,generate_pay_slips,"{""id"": 13834}",success,,,97,2025-06-15 22:37:01
419,compute_customer_tier,"{""id"": 40870}",success,,,1419,2026-01-05 09:15:39
420,process_refund,"{""id"": 15409}",success,,,2058,2025-09-24 09:23:25
421,close_expired_orders,"{""id"": 49402}",error,P7005,Deadlock detected,1634,2025-08-09 01:01:20
422,compute_customer_tier,"{""id"": 2587}",success,,,2169,2025-06-13 18:26:52
423,update_inventory,"{""id"": 47456}",success,,,2898,2026-02-11 20:56:31
424,close_expired_orders,"{""id"": 12454}",success,,,538,2025-12-05 20:52:45
425,transfer_money,"{""id"": 1506}",success,,,1937,2025-07-02 08:50:03
426,transfer_money,"{""id"": 47676}",success,,,2268,2025-12-25 23:07:14
427,update_inventory,"{""id"": 16691}",success,,,390,2025-10-13 03:22:13
428,transfer_money,"{""id"": 6471}",success,,,896,2025-12-22 07:02:31
429,generate_pay_slips,"{""id"": 23860}",success,,,1492,2025-12-04 12:32:09
430,update_inventory,"{""id"": 21011}",success,,,2233,2026-02-24 16:34:30
431,update_inventory,"{""id"": 33030}",success,,,59,2025-06-21 05:13:59
432,generate_pay_slips,"{""id"": 33031}",success,,,824,2025-06-21 22:13:55
433,close_expired_orders,"{""id"": 20467}",success,,,153,2025-11-12 18:38:16
434,close_expired_orders,"{""id"": 24183}",success,,,1116,2025-07-01 20:40:50
435,generate_pay_slips,"{""id"": 9225}",success,,,2771,2026-02-13 02:19:43
436,generate_pay_slips,"{""id"": 33749}",success,,,2177,2025-12-24 01:10:09
437,compute_customer_tier,"{""id"": 35765}",success,,,2093,2025-09-14 13:04:53
438,process_refund,"{""id"": 11272}",success,,,67,2025-06-13 22:12:53
439,update_inventory,"{""id"": 25106}",success,,,1532,2025-08-29 04:27:06
440,update_inventory,"{""id"": 12855}",success,,,733,2025-11-22 09:25:22
441,compute_customer_tier,"{""id"": 39185}",error,P7003,Timeout exceeded,1789,2025-06-13 14:15:39
442,generate_pay_slips,"{""id"": 9101}",success,,,988,2025-11-05 11:21:09
443,update_inventory,"{""id"": 15464}",success,,,344,2026-01-09 17:54:10
444,transfer_money,"{""id"": 22313}",success,,,949,2026-01-28 16:36:02
445,compute_customer_tier,"{""id"": 34893}",success,,,848,2025-10-22 20:56:48
446,close_expired_orders,"{""id"": 39803}",error,P6006,Timeout exceeded,2302,2025-09-16 17:39:17
447,generate_pay_slips,"{""id"": 2145}",timeout,P3003,Null value in required column,30581,2025-09-02 04:21:04
448,process_refund,"{""id"": 32581}",success,,,335,2025-06-06 14:43:46
449,generate_pay_slips,"{""id"": 27558}",success,,,537,2025-10-26 11:52:42
450,close_expired_orders,"{""id"": 23781}",success,,,77,2025-11-08 15:19:50
451,transfer_money,"{""id"": 25335}",timeout,P5005,Timeout exceeded,37314,2025-07-27 15:22:22
452,compute_customer_tier,"{""id"": 13996}",error,P5002,Check constraint failed,2857,2025-12-02 10:31:25
453,transfer_money,"{""id"": 4799}",success,,,130,2025-07-19 20:17:26
454,generate_pay_slips,"{""id"": 12208}",success,,,981,2025-10-02 13:43:27
455,generate_pay_slips,"{""id"": 8107}",error,P9007,Timeout exceeded,1924,2025-12-07 22:04:27
456,close_expired_orders,"{""id"": 3273}",error,P7007,Timeout exceeded,1057,2025-10-21 09:08:53
457,update_inventory,"{""id"": 42330}",success,,,2604,2026-01-09 04:47:12
458,transfer_money,"{""id"": 3391}",timeout,P2002,Deadlock detected,39675,2026-01-30 16:06:13
459,process_refund,"{""id"": 15104}",success,,,2091,2025-12-16 11:22:28
460,compute_customer_tier,"{""id"": 48607}",success,,,1923,2025-06-03 04:41:01
461,close_expired_orders,"{""id"": 25840}",success,,,78,2025-08-31 14:29:38
462,process_refund,"{""id"": 35800}",error,P8008,Timeout exceeded,2548,2025-07-28 16:35:56
463,compute_customer_tier,"{""id"": 14529}",error,P4005,FK violation,550,2025-08-22 17:14:06
464,compute_customer_tier,"{""id"": 38763}",success,,,930,2025-10-21 05:57:47
465,close_expired_orders,"{""id"": 8778}",success,,,1085,2025-10-25 10:36:09
466,transfer_money,"{""id"": 32280}",success,,,1958,2026-02-05 19:51:00
467,update_inventory,"{""id"": 11893}",timeout,P8008,Check constraint failed,41865,2025-10-11 06:31:12
468,update_inventory,"{""id"": 22222}",error,P1003,Deadlock detected,2701,2026-02-24 06:54:16
469,close_expired_orders,"{""id"": 22563}",success,,,769,2025-11-09 00:21:45
470,process_refund,"{""id"": 18480}",success,,,2160,2025-12-13 01:17:57
471,compute_customer_tier,"{""id"": 2284}",success,,,935,2025-09-26 04:57:28
472,generate_pay_slips,"{""id"": 12426}",success,,,2180,2025-10-03 10:52:34
473,transfer_money,"{""id"": 25968}",success,,,2919,2025-12-31 16:20:06
474,close_expired_orders,"{""id"": 35522}",success,,,2075,2025-08-24 14:08:01
475,compute_customer_tier,"{""id"": 1037}",success,,,2737,2025-07-28 09:18:44
476,compute_customer_tier,"{""id"": 21708}",success,,,2823,2025-09-03 19:47:26
477,generate_pay_slips,"{""id"": 38526}",error,P9004,Check constraint failed,2722,2025-11-08 08:33:56
478,close_expired_orders,"{""id"": 20387}",success,,,1836,2025-07-15 04:02:39
479,update_inventory,"{""id"": 25122}",success,,,2365,2025-10-31 11:22:53
480,generate_pay_slips,"{""id"": 16020}",error,P3009,Check constraint failed,993,2025-08-08 22:44:52
481,transfer_money,"{""id"": 41876}",error,P1003,Check constraint failed,1276,2025-08-03 11:49:44
482,update_inventory,"{""id"": 27505}",success,,,2924,2025-06-20 14:47:45
483,generate_pay_slips,"{""id"": 42298}",error,P8005,Timeout exceeded,1828,2026-01-21 23:36:26
484,generate_pay_slips,"{""id"": 34429}",success,,,2726,2025-12-25 10:54:30
485,process_refund,"{""id"": 49920}",success,,,2337,2025-09-01 03:10:23
486,close_expired_orders,"{""id"": 14107}",success,,,2944,2025-08-03 14:34:18
487,update_inventory,"{""id"": 5140}",timeout,P4006,Null value in required column,53548,2025-10-01 00:17:41
488,compute_customer_tier,"{""id"": 41761}",timeout,P6003,Deadlock detected,33760,2025-11-04 13:10:14
489,generate_pay_slips,"{""id"": 21976}",success,,,1799,2025-12-01 00:50:06
490,transfer_money,"{""id"": 41456}",success,,,1365,2026-01-21 08:08:55
491,generate_pay_slips,"{""id"": 5727}",success,,,2539,2025-06-18 16:50:39
492,compute_customer_tier,"{""id"": 14010}",success,,,2029,2025-06-21 12:04:23
493,update_inventory,"{""id"": 27691}",success,,,568,2025-06-10 03:54:48
494,update_inventory,"{""id"": 12892}",error,P9007,Check constraint failed,1201,2025-10-15 23:55:53
495,close_expired_orders,"{""id"": 32340}",success,,,2786,2025-11-30 15:53:01
496,update_inventory,"{""id"": 5630}",success,,,2904,2025-10-04 05:12:38
497,update_inventory,"{""id"": 41094}",success,,,2592,2025-12-01 02:36:14
498,transfer_money,"{""id"": 1333}",success,,,185,2025-07-03 10:13:48
499,close_expired_orders,"{""id"": 42258}",error,P2001,Deadlock detected,404,2025-07-13 12:54:56
500,generate_pay_slips,"{""id"": 11660}",success,,,2071,2025-07-14 22:36:52
